"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","intro","joaff5","joagg5","joinc5","jonon4","jonon5","jorew4","jorew5","joself4","joself5","josex4","josex5","imgaff1","imgaff2","imgagg1","imgagg2","imginc1","imginc2","imgnon1","imgnon2","imgrew1","imgrew2","imgsex1","imgsex2","vidaff5","vidaff4","vidagg3","vidagg4","vidinc3","vidinc4","vidnon3","vidnon4","vidrew3","vidself3","vidsex2","vidsex3","attention_check","cheerfulness_1","cheerfulness_4","cheerfulness_5","cheerfulness_6","cheerfulness_7","cheerfulness_8","cheerfulness_9","cheerfulness_10","cheerfulness_11","cheerfulness_12","cheerfulness_13","cheerfulness_14","cheerfulness_15","cheerfulness_16","cheerfulness_17","cheerfulness_19","cheerfulness_20","cheerfulness_21","cheerfulness_23","cheerfulness_24","gender","age","techissues","vidaudCHECK","comment"
"2021-01-28 03:19:34","2021-01-28 03:29:15","0","IP0.939589376111575","100","580","1","2021-01-28 03:29:15","ID-3.36357539980498","","","","","51.8694000244140625","0.89410400390625","anonymous","EN","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","7","1","1","2","1","1","1","2","7","6","1","4","2","1","1","3","5","1","3","3","3","3","2","2","2","3","3","3","4","2","4","3","4","3","2","2","3","4","2","4","27","1","1",""
"2021-01-28 03:16:23","2021-01-28 03:29:24","0","IP-1.01189206232255","100","780","1","2021-01-28 03:29:25","ID1.15395492787537","","","","","52.6259002685546875","1.3032073974609375","anonymous","EN","4","5","6","6","4","5","6","5","5","5","4","5","5","5","6","5","4","7","5","4","5","5","5","5","4","5","5","6","4","6","5","5","6","4","4","4","3","3","2","2","2","3","2","2","2","3","2","2","3","2","3","2","2","2","3","2","2","5","43","1","1",""
"2021-01-28 03:19:51","2021-01-28 03:29:26","0","IP-0.0695829747261534","100","574","1","2021-01-28 03:29:26","ID0.565912978822667","","","","","51.818603515625","1.1320037841796875","anonymous","EN","4","1","2","2","1","3","2","6","1","2","5","2","4","4","6","4","3","1","5","5","1","1","5","4","1","2","2","2","1","5","1","4","1","1","2","1","3","2","2","3","3","3","2","3","3","2","3","2","2","3","3","2","2","2","3","2","2","5","48","1","1",""
"2021-01-28 03:13:10","2021-01-28 03:29:30","0","IP0.277027178878305","100","980","1","2021-01-28 03:29:31","ID-0.32651757397169","","","","","55.908203125","-4.2292022705078125","anonymous","EN","4","6","6","5","1","2","5","6","5","4","5","5","1","2","5","2","6","4","7","1","1","1","5","6","3","5","7","6","1","5","1","1","3","5","5","5","3","3","2","2","2","1","2","2","2","1","2","2","3","4","2","1","3","2","3","3","3","5","26","1","1","N/A"
"2021-01-28 03:15:02","2021-01-28 03:29:36","0","IP-1.7376887072161","100","873","1","2021-01-28 03:29:36","ID0.3146604634519","","","","","51.3394012451171875","-0.740997314453125","anonymous","EN","4","4","5","5","1","5","4","7","1","1","5","6","6","3","4","1","1","4","2","1","1","6","4","6","1","6","4","7","4","4","6","2","1","5","2","1","3","3","3","2","3","3","3","2","3","3","2","2","4","2","2","3","3","2","3","4","2","5","66","1","1","My answers are probably accurate, but the time of day, my general mood, the weather, my surroundings and other factors may influence how funny (or not) I find things."
"2021-01-28 03:18:54","2021-01-28 03:29:36","0","IP-1.21720779895437","100","641","1","2021-01-28 03:29:36","ID-0.210005128729109","","","","","51.5666961669921875","-1.1985015869140625","anonymous","EN","4","3","5","5","5","5","4","5","1","2","6","6","5","6","5","5","7","3","5","5","5","5","6","5","1","4","3","6","5","2","5","5","2","2","4","1","3","2","2","2","3","2","2","2","4","2","2","1","2","3","3","2","2","1","3","1","2","4","56","1","1",""
"2021-01-28 03:13:41","2021-01-28 03:29:36","0","IP0.16838635073288","100","955","1","2021-01-28 03:29:36","ID-1.03539318280956","","","","","37.6873016357421875","-121.89569854736328125","anonymous","EN","4","1","7","7","5","1","5","7","5","2","6","4","4","3","5","1","6","5","1","1","7","2","6","6","1","5","3","3","5","3","4","3","1","4","6","5","3","4","2","1","4","1","1","2","3","1","1","2","3","4","3","3","4","4","4","3","1","5","32","1","1","none"
"2021-01-28 03:19:26","2021-01-28 03:29:41","0","IP-0.752468845049043","100","615","1","2021-01-28 03:29:41","ID-0.851496449764676","","","","","55.7637939453125","-3.5959930419921875","anonymous","EN","4","5","6","6","1","3","1","1","5","3","4","7","4","6","6","1","4","3","5","4","6","5","4","5","2","4","1","5","1","5","6","4","3","4","5","3","3","2","2","1","2","2","2","2","3","3","3","2","2","3","4","3","2","2","3","2","3","4","48","1","1",""
"2021-01-28 03:19:28","2021-01-28 03:29:42","0","IP0.686558426929755","100","614","1","2021-01-28 03:29:43","ID1.11615860243225","","","","","51.8979949951171875","-0.6338043212890625","anonymous","EN","4","4","5","7","1","3","6","6","2","6","7","6","7","5","7","2","2","6","4","3","3","5","7","5","4","3","5","4","2","1","2","2","7","3","5","1","3","2","3","4","2","3","4","4","4","3","4","2","4","4","3","3","2","3","4","4","2","4","24","1","1",""
"2021-01-28 03:18:30","2021-01-28 03:29:45","0","IP2.30449699711209","100","674","1","2021-01-28 03:29:45","ID1.58461962299009","","","","","45.49169921875","12.2454071044921875","anonymous","EN","4","3","3","7","7","4","1","2","5","1","6","4","1","1","2","2","6","1","1","6","2","3","6","2","1","5","3","5","2","3","5","5","1","2","5","2","3","3","3","2","3","2","2","3","3","4","3","3","2","3","2","2","2","3","3","3","2","5","21","1","1",""
"2021-01-28 03:20:26","2021-01-28 03:29:45","0","IP-0.0248452333138674","100","558","1","2021-01-28 03:29:45","ID0.288869331425423","","","","","52.585205078125","-0.235992431640625","anonymous","EN","4","4","4","3","1","3","3","3","3","4","2","3","4","5","4","1","1","4","1","1","5","3","5","4","1","5","4","2","1","2","2","3","3","3","5","1","3","2","3","3","3","2","3","3","3","2","3","3","2","3","3","2","2","2","3","3","3","4","39","1","1",""
"2021-01-28 03:15:24","2021-01-28 03:29:49","0","IP0.412646331533524","100","864","1","2021-01-28 03:29:49","ID-1.34456010575863","","","","","51.8874053955078125","0.9185028076171875","anonymous","EN","4","3","5","4","3","4","3","3","2","3","4","5","4","2","3","3","4","3","4","3","2","4","3","5","1","4","2","6","4","5","4","3","2","2","6","3","3","2","3","3","3","3","3","3","3","2","3","3","2","3","3","2","3","3","3","3","3","5","28","1","1",""
"2021-01-28 03:20:09","2021-01-28 03:30:02","0","IP-1.10187283470764","100","593","1","2021-01-28 03:30:03","ID-0.103409725243597","","","","","-34.927398681640625","138.600494384765625","anonymous","EN","4","3","2","3","2","1","1","2","1","3","6","4","1","4","3","2","2","1","1","3","4","2","4","2","2","5","1","6","5","4","5","5","2","3","5","1","3","2","2","2","3","3","2","2","3","3","3","2","3","3","3","3","2","2","2","3","2","4","33","1","1",""
"2021-01-28 03:21:39","2021-01-28 03:30:10","0","IP0.435348650306967","100","510","1","2021-01-28 03:30:10","ID1.17808511086945","","","","","57.2165069580078125","-5.5847930908203125","anonymous","EN","4","1","2","1","1","1","6","1","1","1","1","6","4","1","3","1","1","4","1","1","1","1","1","5","1","5","1","2","3","4","2","4","1","1","6","1","2","3","4","3","3","4","3","4","4","4","4","4","3","4","4","4","3","3","4","4","4","4","53","2","1","The last video played up and wasn't able to see it all"
"2021-01-28 03:10:30","2021-01-28 03:30:16","0","IP-0.675717731159961","100","1186","1","2021-01-28 03:30:16","ID-0.680649517384139","","","","","53.333099365234375","-6.2489013671875","anonymous","EN","4","3","2","2","1","1","1","3","1","1","2","2","1","2","1","3","3","1","1","1","3","4","3","1","1","6","4","2","1","1","3","2","3","2","2","2","3","2","2","1","3","3","2","1","2","2","2","2","1","2","2","3","1","1","2","2","2","5","42","1","1",""
"2021-01-28 03:17:59","2021-01-28 03:30:18","0","IP-1.96160157691313","100","739","1","2021-01-28 03:30:18","ID1.1144770219329","","","","","53.3240966796875","-1.91290283203125","anonymous","EN","4","1","3","6","1","1","3","5","3","3","7","4","6","4","5","5","2","2","2","1","1","2","5","2","1","1","1","4","6","1","2","1","1","4","7","2","3","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","1","2","1","5","53","1","1",""
"2021-01-28 03:20:32","2021-01-28 03:30:20","0","IP-1.02955568641783","100","587","1","2021-01-28 03:30:20","ID0.297559431319553","","","","","-38.069793701171875","145.17529296875","anonymous","EN","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","2","1","1","1","1","1","1","1","1","1","1","3","2","3","1","2","1","2","2","1","2","1","2","2","3","2","3","1","3","3","1","2","5","51","1","1","I do not find silly things funny.  "
"2021-01-28 03:21:04","2021-01-28 03:30:24","0","IP-0.925185282982043","100","559","1","2021-01-28 03:30:24","ID1.19314897809594","","","","","51.5749969482421875","0.41729736328125","anonymous","EN","4","2","4","1","2","3","2","2","2","1","3","2","1","4","5","2","4","3","5","5","4","3","4","3","3","5","3","4","1","2","4","1","2","1","5","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","3","2","3","3","3","4","35","1","1",""
"2021-01-28 03:16:59","2021-01-28 03:30:25","0","IP-1.96995450657655","100","806","1","2021-01-28 03:30:26","ID0.230933847537299","","","","","-34.927398681640625","138.600494384765625","anonymous","EN","4","1","2","4","1","3","1","4","1","3","2","1","5","4","5","5","5","3","1","4","1","2","5","1","3","4","6","5","5","4","5","4","1","1","6","1","3","3","3","4","2","3","3","3","3","3","4","3","3","3","4","4","3","3","3","3","3","5","52","1","1",""
"2021-01-28 03:19:29","2021-01-28 03:30:29","0","IP0.0342192736165738","100","660","1","2021-01-28 03:30:29","ID1.20043828795926","","","","","55.875396728515625","-4.35760498046875","anonymous","EN","4","5","6","7","3","2","6","1","2","5","5","6","5","6","3","6","6","1","6","2","6","7","5","6","6","7","2","5","2","2","2","2","5","6","2","4","3","3","3","3","3","2","2","2","3","2","3","3","2","3","3","3","2","3","3","2","3","4","34","1","1",""
"2021-01-28 03:18:29","2021-01-28 03:30:32","0","IP-1.31113332352376","100","723","1","2021-01-28 03:30:33","ID-0.549862065790282","","","","","53.11309814453125","-1.6593017578125","anonymous","EN","4","1","5","1","6","1","1","1","1","2","1","1","1","1","1","2","4","1","6","5","3","2","3","1","1","1","1","1","1","2","1","3","1","1","3","1","3","3","4","3","3","3","3","3","4","3","4","2","3","3","4","3","3","3","2","4","3","4","22","1","1",""
"2021-01-28 03:17:21","2021-01-28 03:30:39","0","IP0.787802611899396","100","798","1","2021-01-28 03:30:39","ID0.0351327547174366","","","","","52.790802001953125","-3.4015045166015625","anonymous","EN","4","2","5","5","2","3","1","5","1","4","2","4","5","5","5","2","6","2","1","5","5","6","5","1","1","5","2","4","4","2","4","4","2","2","5","1","3","3","4","4","3","4","3","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","30","1","1",""
"2021-01-28 03:19:45","2021-01-28 03:30:42","0","IP-0.951296420616816","100","656","1","2021-01-28 03:30:42","ID-3.12563064588554","","","","","52.6719970703125","-1.3437957763671875","anonymous","EN","4","5","6","2","1","2","4","5","1","1","2","6","5","5","4","3","2","2","1","1","4","1","7","6","1","1","2","5","5","3","2","1","2","1","3","1","3","2","2","1","1","2","2","3","3","2","2","2","2","3","3","1","1","2","2","3","2","4","43","1","1",""
"2021-01-28 03:19:38","2021-01-28 03:30:53","0","IP0.952617316732597","100","674","1","2021-01-28 03:30:53","ID0.0773541546624696","","","","","51.6327056884765625","-3.9449005126953125","anonymous","EN","4","2","2","3","2","1","2","1","1","3","2","4","6","1","4","5","1","4","1","1","2","1","5","6","1","2","2","6","5","4","3","2","5","2","4","1","3","4","4","2","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","20","1","1",""
"2021-01-28 03:20:07","2021-01-28 03:30:55","0","IP-1.95077408945194","100","648","1","2021-01-28 03:30:56","ID1.00144778943625","","","","","52.193206787109375","0.1425933837890625","anonymous","EN","4","2","6","5","1","1","3","4","3","2","1","6","6","2","5","1","7","6","2","3","6","7","5","5","6","5","3","7","3","6","5","6","7","6","5","6","3","2","3","2","3","2","4","3","2","2","3","3","3","3","3","2","3","3","4","4","3","4","25","1","1",""
"2021-01-28 03:21:35","2021-01-28 03:30:58","0","IP-0.330062542949125","100","563","1","2021-01-28 03:30:59","ID-0.802944009052269","","","","","55.02020263671875","-1.5637969970703125","anonymous","EN","4","3","5","4","2","1","1","1","1","3","2","5","6","4","3","4","1","4","4","2","2","4","4","6","1","2","2","3","4","2","3","3","4","4","5","5","3","3","3","2","3","2","3","3","2","2","3","2","3","3","2","2","2","3","3","3","3","4","23","1","1",""
"2021-01-28 03:21:45","2021-01-28 03:31:03","0","IP-0.216788011592294","100","557","1","2021-01-28 03:31:03","ID1.10393850606088","","","","","52.7510986328125","0.39239501953125","anonymous","EN","4","4","6","5","1","2","2","5","4","2","4","6","5","4","5","5","4","4","3","2","7","4","6","5","2","5","6","3","5","5","2","4","3","2","6","2","3","2","3","3","3","3","3","3","3","3","2","3","2","4","3","3","3","2","4","2","3","4","52","1","1",""
"2021-01-28 03:22:34","2021-01-28 03:31:04","0","IP1.59689432710194","100","509","1","2021-01-28 03:31:04","ID-0.489736358733139","","","","","51.368804931640625","-0.4853057861328125","anonymous","EN","4","5","7","6","2","3","1","1","1","3","1","4","7","2","7","7","5","5","2","2","1","1","6","6","1","7","7","1","5","1","4","5","2","5","5","1","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","2","3","4","33","1","1","no"
"2021-01-28 03:15:56","2021-01-28 03:31:09","0","IP1.13280290916235","100","913","1","2021-01-28 03:31:10","ID0.39922457089632","","","","","50.797698974609375","0.3125","anonymous","EN","4","3","1","2","2","1","6","3","3","2","1","2","6","5","4","5","5","4","2","1","4","5","4","3","1","3","4","7","1","5","6","2","2","5","5","2","3","3","3","3","3","3","3","4","4","3","4","3","2","3","3","3","3","3","3","3","3","5","45","1","1",""
"2021-01-28 03:19:43","2021-01-28 03:31:10","0","IP-0.210864906745463","100","686","1","2021-01-28 03:31:10","ID-1.54505430574392","","","","","-33.859100341796875","151.2001953125","anonymous","EN","4","1","2","1","4","5","1","1","1","1","3","2","4","1","2","1","1","1","1","4","1","1","3","1","1","1","1","1","4","1","2","1","1","1","6","1","3","1","1","2","1","1","1","1","1","2","1","1","3","2","2","2","1","1","2","3","1","5","31","1","1",""
"2021-01-28 03:22:02","2021-01-28 03:31:12","0","IP-0.865245327832614","100","550","1","2021-01-28 03:31:12","ID-1.38519328224815","","","","","52.979095458984375","-0.0269012451171875","anonymous","EN","4","5","1","1","6","2","5","5","1","6","7","6","3","2","2","1","2","4","7","4","1","1","7","1","1","1","6","7","1","6","4","1","1","3","6","6","3","1","1","2","1","3","1","1","2","2","2","1","3","2","2","3","1","1","1","4","2","5","29","1","1",""
"2021-01-28 03:16:08","2021-01-28 03:31:12","0","IP0.797994616923344","100","904","1","2021-01-28 03:31:13","ID-0.250157007424417","","","","","51.255096435546875","-0.7743072509765625","anonymous","EN","4","2","5","5","1","1","6","4","1","1","1","1","4","4","1","1","4","2","1","1","1","2","5","1","1","4","2","2","1","2","1","7","5","1","6","1","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","39","1","1",""
"2021-01-28 03:22:46","2021-01-28 03:31:16","0","IP-0.200650410665812","100","510","1","2021-01-28 03:31:17","ID-0.892636321517275","","","","","51.5926971435546875","-2.9636993408203125","anonymous","EN","4","1","2","1","1","1","1","2","1","1","2","4","1","1","1","1","4","1","5","1","1","1","2","1","1","4","5","5","1","2","3","1","1","2","5","1","2","3","2","3","4","4","2","2","4","4","4","3","3","2","2","3","2","2","3","4","3","5","33","1","1",""
"2021-01-28 03:16:00","2021-01-28 03:31:17","0","IP0.961478813415089","100","916","1","2021-01-28 03:31:18","ID0.339824658740048","","","","","37.1376953125","-8.0196990966796875","anonymous","EN","4","2","6","5","2","3","2","4","2","6","4","3","6","7","7","2","5","4","4","2","3","5","5","6","1","3","2","6","3","5","5","4","1","1","5","5","3","3","3","4","4","4","2","4","4","3","4","3","4","4","4","3","3","3","4","3","3","4","43","1","1","First screen had to zoom out to see button. On another had to zoom in to see video as too small. Otherwise fine and fun to do."
"2021-01-28 03:21:37","2021-01-28 03:31:22","0","IP1.63275270982316","100","585","1","2021-01-28 03:31:23","ID-2.57820061999343","","","","","51.49639892578125","-0.122406005859375","anonymous","EN","4","3","5","3","2","1","5","4","1","2","4","4","4","6","6","1","2","5","1","2","4","4","4","5","3","5","5","2","3","3","1","4","2","1","6","2","3","4","3","4","3","3","4","4","4","3","4","4","4","3","4","3","3","4","4","4","4","4","27","1","1",""
"2021-01-28 03:18:44","2021-01-28 03:31:28","0","IP1.7006910487773","100","763","1","2021-01-28 03:31:28","ID0.0208064805484576","","","","","51.2436981201171875","-2.27459716796875","anonymous","EN","4","2","2","1","1","2","1","1","1","1","1","1","4","3","2","2","1","2","2","1","1","3","3","2","1","3","1","2","2","1","1","1","1","1","1","1","3","1","1","2","1","3","1","2","3","2","3","2","3","2","3","1","1","1","3","1","1","4","63","2","1","Found some of the accented audio hard to decipher. I do often sponaneously laugh at things that come into social media feeds - but only laughed out loud at one of the set I was presented with. 
I am currently being treated for anxiety and depression"
"2021-01-28 03:22:12","2021-01-28 03:31:28","0","IP1.37331181623072","100","556","1","2021-01-28 03:31:29","ID-0.210896270310415","","","","","51.4781036376953125","-0.02789306640625","anonymous","EN","4","2","5","5","2","5","1","6","1","2","5","7","1","4","4","1","4","5","2","6","1","3","5","1","1","5","1","2","5","2","3","2","1","5","2","1","3","3","3","4","1","3","2","4","4","4","4","3","3","3","3","3","2","2","4","4","2","4","26","1","1",""
"2021-01-28 03:19:13","2021-01-28 03:31:33","0","IP-0.286212602143449","100","740","1","2021-01-28 03:31:34","ID0.586173946760746","","","","","55.536407470703125","-2.8733978271484375","anonymous","EN","4","2","6","2","2","4","3","4","2","1","5","4","6","2","4","3","2","2","4","2","3","3","5","5","1","3","3","3","3","2","2","2","2","2","2","1","3","2","3","3","2","3","2","3","3","3","3","3","3","3","3","3","3","2","2","3","3","4","54","1","1",""
"2021-01-28 03:19:07","2021-01-28 03:31:46","0","IP-0.459591916200079","100","759","1","2021-01-28 03:31:46","ID-0.241723303055849","","","","","51.036407470703125","-2.06390380859375","anonymous","EN","4","4","5","5","6","6","5","5","2","4","6","5","5","5","5","5","5","4","5","5","4","5","4","5","2","5","3","5","5","3","5","4","3","4","5","3","3","2","2","3","3","3","2","3","4","3","3","2","3","4","3","3","2","2","3","3","3","5","55","1","1",""
"2021-01-28 03:22:23","2021-01-28 03:31:47","0","IP-0.671780119109838","100","564","1","2021-01-28 03:31:48","ID-0.0939871669042345","","","","","50.6667022705078125","-2.600006103515625","anonymous","EN","4","5","7","1","2","3","7","2","5","6","6","7","7","7","7","5","5","6","5","2","3","3","7","7","1","1","1","1","6","6","6","3","4","2","3","1","3","3","3","3","4","3","3","3","3","4","4","3","3","3","4","4","3","3","4","3","3","4","58","1","1",""
"2021-01-28 03:22:05","2021-01-28 03:31:49","0","IP-1.51808126226287","100","584","1","2021-01-28 03:31:49","ID-0.0149525248269421","","","","","53.5355987548828125","-2.951995849609375","anonymous","EN","4","3","7","2","2","3","3","3","3","2","3","4","4","2","3","3","3","4","4","3","2","2","5","3","3","3","3","5","3","3","3","2","3","2","6","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","30","1","1",""
"2021-01-28 03:19:13","2021-01-28 03:31:59","0","IP-0.117962379141501","100","766","1","2021-01-28 03:32:00","ID0.543632462963106","","","","","51.283294677734375","-0.8332977294921875","anonymous","EN","4","6","5","4","5","5","5","4","1","2","5","2","5","7","6","5","6","6","5","2","5","6","6","5","3","4","2","5","6","6","7","6","3","2","6","3","3","2","2","3","2","2","3","2","4","2","3","2","1","3","4","3","2","2","3","2","2","4","41","1","1",""
"2021-01-28 03:21:04","2021-01-28 03:32:02","0","IP-1.69205640178948","100","657","1","2021-01-28 03:32:02","ID0.224122587059174","","","","","49.4071044921875","8.687896728515625","anonymous","EN","4","1","1","3","2","1","1","1","1","3","2","4","1","1","2","5","2","1","5","1","2","1","2","1","1","1","3","4","1","2","4","3","1","1","4","1","3","2","2","4","3","2","2","3","4","2","3","3","2","3","3","3","2","2","2","4","3","5","26","1","1",""
"2021-01-28 03:17:37","2021-01-28 03:32:03","0","IP0.34907811910691","100","866","1","2021-01-28 03:32:04","ID0.294834875804349","","","","","-26.23089599609375","28.0583038330078125","anonymous","EN","4","1","2","4","1","1","1","1","5","5","6","1","4","1","5","2","1","1","6","5","2","1","2","1","3","3","1","6","2","5","6","3","1","2","4","1","3","2","3","4","3","4","2","3","4","3","4","3","3","3","4","4","2","2","4","4","4","4","24","1","1",""
"2021-01-28 03:13:57","2021-01-28 03:32:06","0","IP1.35690735209775","100","1088","1","2021-01-28 03:32:07","ID-0.213896465255337","","","","","-27.7397003173828125","153.18011474609375","anonymous","EN","4","1","1","4","1","4","2","2","1","1","3","1","3","2","4","2","6","2","6","1","2","4","5","1","4","6","4","6","3","5","2","2","3","6","5","3","3","2","3","4","3","4","2","4","3","4","4","3","4","2","3","4","4","3","4","4","3","4","24","1","1","Some of the jokes were a little too much on the offensive side, and others seemed overdone or outdated. But for the most part it was a fun survey. Good luck with the study :)"
"2021-01-28 03:21:09","2021-01-28 03:32:09","0","IP-0.0916901197106753","100","659","1","2021-01-28 03:32:09","ID-2.06258959978729","","","","","51.4535064697265625","-2.591705322265625","anonymous","EN","4","1","2","1","1","1","1","2","1","2","1","1","1","1","3","1","1","2","1","1","1","3","3","1","1","2","4","4","1","1","3","1","1","4","1","1","3","4","2","3","4","4","2","4","3","3","3","2","4","4","3","2","2","2","3","3","2","4","23","1","1",""
"2021-01-28 03:20:30","2021-01-28 03:32:13","0","IP-0.355777935830794","100","702","1","2021-01-28 03:32:13","ID0.995900958952173","","","","","51.3188018798828125","-2.203399658203125","anonymous","EN","4","1","1","1","2","3","1","1","1","3","3","6","5","6","1","3","2","2","2","1","4","4","6","3","1","2","1","1","1","2","1","3","4","3","6","1","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","2","3","4","46","1","1",""
"2021-01-28 03:18:50","2021-01-28 03:32:13","0","IP-0.067888069093071","100","802","1","2021-01-28 03:32:14","ID-0.0543767393455913","","","","","51.4402008056640625","-0.0258941650390625","anonymous","EN","4","1","1","1","1","1","1","1","1","1","3","1","2","1","1","1","1","5","1","1","1","1","1","1","1","1","4","7","1","1","1","1","1","1","1","1","","3","4","3","3","4","4","4","3","4","4","4","3","3","4","3","4","4","4","3","3","5","36","1","1",""
"2021-01-28 03:23:02","2021-01-28 03:32:14","0","IP0.314248967781784","100","552","1","2021-01-28 03:32:15","ID2.17568922981164","","","","","53.822601318359375","-1.5679931640625","anonymous","EN","4","1","5","3","2","2","6","4","1","5","3","5","7","5","5","2","1","4","1","3","1","5","4","6","3","5","1","6","2","7","7","3","3","5","1","4","3","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","5","42","1","1",""
"2021-01-28 03:21:50","2021-01-28 03:32:21","0","IP-1.27967322823059","100","630","1","2021-01-28 03:32:24","ID0.946076327686751","","","","","53.403594970703125","-2.74749755859375","anonymous","EN","4","1","5","5","1","2","2","1","1","3","6","5","3","4","6","2","7","2","6","3","4","3","7","4","1","1","3","1","2","4","4","4","6","4","2","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","2","2","3","4","3","4","21","1","1",""
"2021-01-28 03:23:02","2021-01-28 03:32:33","0","IP-1.06299793870633","100","570","1","2021-01-28 03:32:33","ID0.306760813583134","","","","","55.016693115234375","-6.6667022705078125","anonymous","EN","4","1","1","2","1","1","1","2","1","1","2","1","2","1","2","1","1","1","5","1","4","3","3","2","1","5","3","4","5","2","1","2","2","5","1","1","3","2","3","3","3","3","2","3","3","2","3","2","3","3","4","3","2","2","3","3","3","4","24","1","1",""
"2021-01-28 03:19:37","2021-01-28 03:32:44","0","IP0.448419592451021","100","787","1","2021-01-28 03:32:45","ID1.3145154541111","","","","","52.084197998046875","-0.5124053955078125","anonymous","EN","4","2","1","1","1","1","5","1","1","1","3","7","2","2","3","1","1","1","1","1","1","2","4","3","1","2","1","3","3","5","1","1","1","2","4","1","3","2","3","2","3","4","2","4","4","3","2","3","3","3","4","3","3","2","3","1","3","4","44","2","1","I do have a sense of humour but not really with the sort of jokes on the study!"
"2021-01-28 03:21:55","2021-01-28 03:32:49","0","IP0.586660599394278","100","654","1","2021-01-28 03:32:49","ID-0.671920202899002","","","","","51.46380615234375","0.143402099609375","anonymous","EN","4","4","4","2","1","1","3","1","1","2","5","3","3","4","2","3","3","2","2","3","4","2","4","3","3","5","3","5","3","3","2","3","2","2","4","1","3","3","4","4","3","2","3","4","4","3","4","4","2","4","4","2","3","3","4","3","4","4","33","1","1",""
"2021-01-28 03:23:02","2021-01-28 03:32:59","0","IP2.91231638051498","100","597","1","2021-01-28 03:32:59","ID-1.10373784772922","","","","","55.9409027099609375","-3.2938995361328125","anonymous","EN","4","1","4","2","1","1","2","5","1","1","3","5","5","3","3","3","5","2","5","2","5","4","3","5","1","2","5","5","1","5","3","3","1","2","3","1","","4","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","5","29","1","1","I couldnt make out the last girl"
"2021-01-28 03:20:43","2021-01-28 03:33:03","0","IP0.623060862554811","100","740","1","2021-01-28 03:33:04","ID-0.746469500028204","","","","","51.4535064697265625","-2.591705322265625","anonymous","EN","4","2","4","2","1","1","4","5","1","2","4","4","3","2","2","1","3","2","1","2","1","1","5","1","1","2","4","5","4","5","3","1","1","1","5","1","2","3","4","4","4","4","4","4","4","3","4","3","2","4","2","2","3","3","2","4","4","5","39","1","1",""
"2021-01-28 03:21:07","2021-01-28 03:33:05","0","IP1.67592232277534","100","717","1","2021-01-28 03:33:05","ID-0.0424709376777621","","","","","51.49639892578125","-0.122406005859375","anonymous","EN","4","1","2","4","1","1","4","1","1","5","7","5","5","5","7","4","6","4","5","5","7","4","1","4","1","4","2","5","2","6","1","5","3","1","3","1","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","35","1","1",""
"2021-01-28 03:20:13","2021-01-28 03:33:07","0","IP-1.02658367861317","100","773","1","2021-01-28 03:33:07","ID-0.469477372909097","","","","","55.9154052734375","-4.332794189453125","anonymous","EN","4","1","2","2","1","1","1","1","1","1","3","4","2","4","4","1","2","3","3","1","3","5","6","4","4","5","2","3","2","1","1","2","4","3","6","2","3","3","4","3","3","4","3","4","4","3","4","4","4","4","4","1","3","4","4","4","4","4","30","1","1",""
"2021-01-28 03:22:45","2021-01-28 03:33:08","0","IP1.12950245462642","100","622","1","2021-01-28 03:33:10","ID1.42606272075927","","","","","50.3881072998046875","-4.1324005126953125","anonymous","EN","4","4","1","1","1","1","2","1","5","1","3","6","2","4","3","1","5","3","5","3","5","3","6","3","1","5","1","4","5","1","1","1","3","1","4","5","3","1","1","1","2","2","1","2","3","4","3","2","3","3","3","1","1","2","3","3","1","4","26","1","1","I felt like I found some of the jokes more funny when I could relate them to myself."
"2021-01-28 03:23:11","2021-01-28 03:33:08","0","IP1.2625295737985","100","597","1","2021-01-28 03:33:10","ID-0.745969222120518","","","","","52.1649017333984375","1.064697265625","anonymous","EN","4","2","3","5","1","1","3","1","1","4","4","5","3","3","3","1","3","3","7","2","5","1","5","4","1","5","1","5","2","4","2","5","4","5","4","2","3","1","2","3","2","3","1","2","4","3","3","1","3","2","3","3","1","1","3","3","3","4","25","1","1",""
